"date","MNND","Rao","FRic","FDis","FDiv","FEve","SRic","SDiv","RARDis","RARScr"
1979,0.402021189797332,0.186621786305487,7.05785424886865e-07,0.08547045404766,0.96935071494423,0.325049988200936,6,0.779566930528553,0.311216554738548,0.895331202989314
1979.08333333333,0.332629273213043,0.193258777906104,0.000177997277925639,0.111274593327864,0.999101175699438,0.265209220011077,9,0.597505408397981,0.319247310333999,0.893884579500745
1979.16666666667,0.337450846989043,0.433242398556523,0.000651966710047696,0.22391330977303,0.974751302922739,0.346704319038734,13,1.3104478631958,0.342957964328054,0.804702306552566
1979.25,0.339133513605908,0.303331208437029,0.000235307178279283,0.174567799441044,0.995341223915115,0.334422590042091,11,0.84057050527213,0.301941467085363,0.872573122280223
1979.33333333333,0.33296612815409,0.365989264385869,0.000193873152654291,0.189096629982839,0.980404066328289,0.25982723846511,10,1.13917335339244,0.309469808804939,0.838543992418531
1979.41666666667,0.335713643506239,0.24327143095722,0.00025092549158147,0.119961320306361,0.899817422213374,0.317027217003789,11,0.937875034214974,0.31390134194731,0.852954823030476
1979.5,0.336684658229092,0.15465020923794,0.000169971937621666,0.0715111621603577,0.847376496620275,0.468035379509329,11,0.713107890559813,0.291260691305011,0.876329753091608
1979.58333333333,0.321389707947576,0.325379071003611,0.000192094740669879,0.180003137005324,0.963483291338804,0.401529530348649,11,1.0658677048133,0.314573520994892,0.846635437330302
1979.66666666667,0.321034894594628,0.355465560647843,0.000286717514350032,0.177806656544374,0.899765644691238,0.383499650809758,13,1.26971362900488,0.304335480416953,0.813191023730096
1979.75,0.328486667402902,0.344701772947021,0.000260900456934231,0.178823570971655,0.900062335509795,0.152307179879043,12,1.23769190976862,0.307923829779187,0.815239081185859
1979.83333333333,0.330467624282335,0.407339886878557,0.000767272598983351,0.202657353135735,0.888714483122012,0.171109348786602,15,1.50981353497069,0.322015718099016,0.758747262507256
1979.91666666667,0.340251655294968,0.169183862646461,NA,0.0523902988673843,NA,NA,2,0.690376183934547,0.105363984674329,0.941254729318048
1980,0.340251655294968,0.133772404859637,NA,0.0414246143880181,NA,NA,2,0.582131028659395,0.105363984674329,0.944221976791123
1980.08333333333,0.351558239564031,0.233159586215972,0.000460186307890762,0.145642943231035,0.954044316686521,0.333737417421417,12,0.65844802651822,0.321240787120969,0.87746572889618
1980.16666666667,0.358783411871479,0.445983773537427,0.000678597234759716,0.226090686464873,0.921986412689264,0.268438573960271,13,1.36179891379869,0.351372717676573,0.794531357769417
1980.25,0.342613714375552,0.0705234545675883,0.000683375453191406,0.0334073378187999,0.9341214829313,0.359166672876127,12,0.303965523700386,0.32657933300412,0.911911132091518
1980.33333333333,0.337747697962331,0.237536854283553,0.000722023146433764,0.128095284930863,0.85640617191764,0.358098698980048,12,0.790931945273046,0.311238585647132,0.865311601419544
1980.41666666667,0.340273215185621,0.149009041892906,0.000283947320606228,0.0603312028713681,0.945574259512633,0.256220568040685,12,0.676320730923845,0.318072794468286,0.873925852784582
1980.5,0.330472353214556,0.331541976686155,0.000260900456934231,0.162921643303083,0.873545987295927,0.34508351360929,12,1.17025764429675,0.303825250416548,0.824393596136837
1980.58333333333,0.330676934593049,0.219252669132297,0.000286717514350032,0.10321322772654,0.793861180301272,0.314231959329732,13,0.89146483463026,0.285151194488159,0.844708579038183
1980.66666666667,0.329591105550944,0.407384965582796,0.000629330629270323,0.215700387753011,0.888212321040649,0.173313105280572,15,1.37880238895395,0.335068933456569,0.786375785090867
1980.75,0.329137120885806,0.305693344864248,0.000324933461291992,0.151495416657962,0.788161079702483,0.209580193290498,14,1.11120078172867,0.29411618060476,0.821472038718662
1980.83333333333,0.331768139628513,0.349102119044882,0.000841758576192916,0.167242814866186,0.83624034836927,0.256264319859766,16,1.38118027639667,0.31147016145821,0.768291159058568
1980.91666666667,0.341382217269354,0.223325395927261,0.000811943217071908,0.10909424691856,0.810223089099714,0.305564320655096,15,0.899131394819164,0.306696924152197,0.836909941977512
1981,0.338213034010932,0.218698159470526,0.000629330629270323,0.113371112656372,0.790269062398585,0.172683392745305,15,0.826908178310613,0.30700834828108,0.844723516783636
1981.08333333333,0.345341779601157,0.188977091226878,0.000458664325832123,0.112372102558534,0.855729918792077,0.340004284974332,12,0.6290387045758,0.324767644415198,0.878687534678715
1981.16666666667,0.368360405053625,0.0849088885743014,0.000811943217071908,0.0512334129120641,0.991969619119817,0.258752543594417,15,0.322735040962455,0.375365681041658,0.904649355820133
1981.25,0.336855151425853,0.213045752286852,0.000672605854929306,0.126166248830084,0.992135062527514,0.149437811783293,14,0.648256513792201,0.330185766661836,0.872436657702453
1981.33333333333,0.3299802130742,0.400499365206797,0.000841758576192916,0.227434600443965,0.956858085652568,0.154774325795578,16,1.17846208438746,0.344687487769838,0.811096805814147
1981.41666666667,0.321041370967312,0.371717734440401,0.000475010199307397,0.200582880823668,0.89218122390074,0.038389293691106,16,1.24918382412017,0.321090893698828,0.792258135426945
1981.5,0.317608771747321,0.282668130021204,0.000459350220890932,0.160897589883939,0.920104776013246,0.293947582744688,15,0.908845820536772,0.321822948046428,0.842048310429375
1981.58333333333,0.315471185491431,0.213746013249359,0.00024017364342521,0.124448741888843,0.931211769966957,0.308368789304175,14,0.710637303638601,0.324129380317321,0.864280259233392
1981.66666666667,0.341744843975828,0.280034917903417,0.000685229138604392,0.164760891099492,0.872208166868556,0.197564712216719,15,0.825959779614536,0.334724076676482,0.855093095159392
