"date","MNND","Rao","FRic","FDis","FDiv","FEve","SRic","SDiv","RARDis","RARScr"
1981,0.743815577685661,1.09965097047203,0.0582890033280664,0.764730915962509,0.878692824894651,0.447402,30,2.34770646191632,0.390925370706023,0.88939914476388
1982,0.423711338035154,0.781654973192642,0.031564339447565,0.5849723985436,0.97098328828657,0.446328,29,1.65032872654272,0.371540577271625,0.92285462164654
1983,0.524016038873587,0.933448429658441,0.0224780093282679,0.696861099728045,0.924962927042297,0.471744,27,1.90801158638002,0.373751332726069,0.913988471347432
1984,1.0284201857677,1.14297432529477,0.0174599468804905,0.737854876961342,0.888375963656227,0.405224,25,2.18883861785879,0.421604101308807,0.90868651290637
1985,0.952473708914969,1.17907519241955,0.0280995439448474,0.754196710405725,0.88472476031025,0.409027,26,2.60570613842612,0.40116979214323,0.879535749841906
1986,0.975888803861889,1.18501573675577,0.0383154533028172,0.790389102814986,0.893259580526281,0.451884,27,2.53843651693708,0.423158839801376,0.882045648168481
1987,0.516577295385864,0.985975180795112,0.0618150126627389,0.761327156012904,0.950612574138381,0.521125,30,2.09765391002651,0.406969725684118,0.896108609035286
1988,0.538562676710078,0.96611876748238,0.0343174254754276,0.712748491503401,0.931169278515692,0.460769,30,2.2088655567669,0.373669521281022,0.892783532808313
1989,0.860795049167645,1.12590213934987,0.0211643872532123,0.792389175621164,0.941093530196872,0.48638,25,2.36937898719437,0.418343790742711,0.893930208336936
1990,0.61390881408579,0.967964484174051,0.017372234481752,0.655185770009292,0.953926181733667,0.465535,25,2.2085822222199,0.400711023551109,0.904534267447487
1991,0.666985534395104,0.993286925506848,0.0107833737960651,0.66320684038944,0.954016468149,0.316902,25,2.2557830922994,0.378963650197053,0.901564501961133
1992,0.437517071090927,0.839574370385082,0.0107833737960651,0.620005637458231,0.944343897448266,0.35947,25,1.90921992622792,0.360804301874848,0.912964016220015
1993,0.378195928343122,0.777419800382183,0.0610103027503442,0.602855912496039,0.961195075482285,0.408843,30,1.84030278345155,0.378214245432564,0.905476844566932
1994,0.503007769214655,0.994993881603419,0.255942395593618,0.793547786903268,0.969801583137124,0.493027,43,2.29666260484877,0.42036780857392,0.869496322619198
1995,0.783467845441867,1.02521440256615,0.295754542338321,0.836054523965627,0.95984420201953,0.460784,46,2.22520352686205,0.484363825502234,0.859785146873846
1996,0.502801988364834,0.979943281369,0.323886525729566,0.730540597234893,0.937109962165257,0.522961,50,2.7133038264592,0.390786123352144,0.825125325731128
1997,0.589559302850645,1.0894378759523,0.348857099521108,0.804563831258752,0.939385720597813,0.580881,51,2.86469650736956,0.405369439402873,0.813872035897349
1998,0.454196467265159,0.967591124652445,0.312071378543877,0.738903804204951,0.943911354185712,0.640387,49,2.73058023104188,0.382015226149239,0.815142098086973
1999,0.638581656206385,1.11351302258713,0.363423553709255,0.758558363505729,0.881201630261148,0.52626,52,3.11965260316292,0.37709420684485,0.784330520765429
2000,0.843204234835185,1.14932711895846,0.238555209533881,0.782414832260788,0.858241248368998,0.487161,52,2.77105674172594,0.390824880178281,0.815807522715361
2001,0.857120279180903,1.14430445509928,0.303142240814684,0.782516861986493,0.857060385589757,0.527856,57,2.75544876933157,0.416395197922497,0.80191677403931
2002,0.630833438811241,1.21212761251457,0.450091085631523,0.803216990046439,0.897459841658606,0.442176,62,3.37554920310385,0.405019819335868,0.725218820103396
2003,0.71316628334949,1.22116389363641,0.438861375007628,0.802316231254991,0.888341411467511,0.380211,60,3.35299751348801,0.409276017169532,0.731652265950157
2004,0.643302217726581,1.23489860658708,0.495208359311633,0.850477250831052,0.915810278195212,0.489009,65,3.29168076695451,0.436257796786027,0.733289111904176
2005,0.552502607072796,1.18547778175794,0.635355655922064,0.843431317542128,0.909686337440278,0.535228,66,3.19674288739253,0.41997201360865,0.739655819248333
2006,0.543851591621777,1.21808309962618,0.447258396112211,0.857214030485428,0.904086389469723,0.472737,66,3.35709089534396,0.422482999683353,0.719593373785207
2007,0.377712816061227,1.01026805857731,0.432824272912181,0.777027270821207,0.950943276288155,0.446264,61,2.50761874113826,0.434926930909527,0.808215577413198
2008,0.256801039922754,0.78171756416675,0.479748960571279,0.624221407915141,0.953131367969459,0.472939,62,1.92861065701396,0.422464369840623,0.849538063852605
2009,0.433328710012716,1.00373000891349,0.535530929636193,0.74448199929607,0.931783372767161,0.495386,62,2.47594059926057,0.414844239291442,0.812204245387405
2010,0.481568633320155,1.12164082003005,0.481362437077897,0.827804769075044,0.92166553536966,0.524422,60,2.8783283204814,0.420308661624552,0.778968796929515
2011,0.500101972743373,0.989004219103797,0.523498239247374,0.728379692155181,0.924172266277076,0.515302,63,2.16803067294961,0.416511542260011,0.854619306811898
2012,0.686568363570316,1.17778925161162,0.560872149969289,0.851271617740256,0.92605532677184,0.523361,61,2.95262780322171,0.448464458670667,0.779634835319
2013,0.780571472535713,1.26460262316244,0.829256492835239,0.864641203130812,0.896964521237247,0.48647,64,3.29447417875965,0.449948566368178,0.737695616812998
2014,0.798897786888291,1.23013150548228,0.583792901673389,0.835184076771027,0.903886808766796,0.519849,61,3.09612267718987,0.445759551786341,0.767615976411949
2015,0.791162951050558,1.19890920010494,0.574001023642387,0.825085388696318,0.90865285745422,0.534147,61,2.92217827315159,0.440608222213642,0.785007275955918
2016,0.86162012303172,0.921917146160631,0.4937986326615,0.695939530172726,0.931040827447599,0.469856,60,2.17923839700003,0.46236739982787,0.825408086199444
2017,0.859932264020644,1.2022270635699,0.433695821342151,0.801852169852684,0.88384646809348,0.516623,59,3.04530907147078,0.433746538119355,0.768634882786742
2018,0.892428249190017,1.22850907062653,0.652821047900882,0.845363446655173,0.893681208994798,0.46267,60,2.8186164541593,0.464063525058655,0.80003630309304
2019,0.8535389572226,1.12553896338616,0.182569425846475,0.827485113778262,0.850354442830474,0.597254,40,2.66767959188398,0.453963982635728,0.835870567185034
