"FD.metric","measure","quantile.x_y","obs.value.x_y","median.perm.value.x_y","quantile.y_x","obs.value.y_x","median.perm.value.y_x","state.metric","system","res","troph","sig.x_y","sig.y_z"
"FDis","t.absmax.skill",0.356,-37,-20,0.384,-53,-49,"MVI","Kasumigaura","Month","Zooplankton","",""
"FDis","r0.skill",1,0.290974074885845,0.0179521123427117,0.994,0.256510516328994,0.0353245179595865,"Z_P.ratio","Kasumigaura","Month","Zooplankton","*","*"
"FDis","absmax.skill",1,0.342677552735683,0.18120763050398,0.994,0.350250860646174,0.206004735191537,"Z_P.ratio","Kasumigaura","Month","Zooplankton","*","*"
"FDis","t.absmax.skill",0.646,-2,-22,0.092,-56,-28,"Z_P.ratio","Kasumigaura","Month","Zooplankton","",""
"FEve","r0.skill",0.35,-0.00574529832052969,0.0285466284822963,0.028,-0.116654928814329,0.0337801827093946,"Community","Kasumigaura","Month","Zooplankton","",""
"FEve","absmax.skill",0.736,0.236894312613045,0.191707923392107,0.984,0.372827074636148,0.211975053249342,"Community","Kasumigaura","Month","Zooplankton","","*"
"FEve","t.absmax.skill",0.362,-37,-21,0.278,-46,-31,"Community","Kasumigaura","Month","Zooplankton","",""
"FEve","r0.skill",0.082,-0.102797202834405,0.0252445641077533,0.312,0.153341329391649,0.207244849640668,"Density","Kasumigaura","Month","Zooplankton","",""
"FEve","absmax.skill",0.06,-0.102797202834405,0.137071883587935,0.998,0.582268529584828,0.419883686379227,"Density","Kasumigaura","Month","Zooplankton","","*"
"FEve","t.absmax.skill",1,0,-25,0.258,-54,-43,"Density","Kasumigaura","Month","Zooplankton","*",""
"FEve","r0.skill",0.974,0.224548086827942,0.036019275551369,0.83,0.149505737647987,0.0575370657426162,"FI","Kasumigaura","Month","Zooplankton","",""
"FEve","absmax.skill",0.948,0.326536547130395,0.174308747109182,0.99,0.433918194694993,0.272632942328162,"FI","Kasumigaura","Month","Zooplankton","","*"
"FEve","t.absmax.skill",0.56,-14,-22,0.46,-44,-42,"FI","Kasumigaura","Month","Zooplankton","",""
"FEve","r0.skill",0.804,0.0990972243122254,0.0210360463967374,0.71,0.335226771152076,0.292017796925728,"MVI","Kasumigaura","Month","Zooplankton","",""
"FEve","absmax.skill",0.966,0.340613924289328,0.190519362810219,0.612,0.530855676080055,0.519434369232386,"MVI","Kasumigaura","Month","Zooplankton","",""
"FEve","t.absmax.skill",0.174,-53,-25,0.394,-54,-51,"MVI","Kasumigaura","Month","Zooplankton","",""
"FEve","r0.skill",0.986,0.188827161341458,0.0206326953261991,0.848,0.130397078577611,0.0444957400445227,"Z_P.ratio","Kasumigaura","Month","Zooplankton","*",""
"FEve","absmax.skill",0.636,0.215303362954914,0.191919859099698,0.998,0.43221261005408,0.21934949004385,"Z_P.ratio","Kasumigaura","Month","Zooplankton","","*"
"FEve","t.absmax.skill",0.412,-37,-30,0.078,-58,-34,"Z_P.ratio","Kasumigaura","Month","Zooplankton","",""
"FRic","r0.skill",0.814,0.298072898428875,0.183676117731776,0.708,0.202067290568127,0.103516536718246,"Community","Kasumigaura","Month","Zooplankton","",""
"FRic","absmax.skill",0.98,0.591807914122557,0.384246822592819,0.802,0.45478355373281,0.301923936025345,"Community","Kasumigaura","Month","Zooplankton","*",""
"FRic","t.absmax.skill",0.092,-60,-40.5,0.72,-16,-32,"Community","Kasumigaura","Month","Zooplankton","",""
"FRic","r0.skill",1,0.850175079416161,0.189780264512857,0.914,0.762979313215506,0.56864266054627,"Density","Kasumigaura","Month","Zooplankton","*",""
"FRic","absmax.skill",1,0.940067548180804,0.417724281165864,0.872,0.86517596843151,0.769427070408505,"Density","Kasumigaura","Month","Zooplankton","*",""
"FRic","t.absmax.skill",0.138,-60,-52,0.748,-34,-46,"Density","Kasumigaura","Month","Zooplankton","",""
"FRic","r0.skill",0.994,0.742974330054994,0.240612749302038,0.796,0.394923328084605,0.229297930596406,"FI","Kasumigaura","Month","Zooplankton","*",""
"FRic","absmax.skill",0.99,0.830298142824382,0.455501029579509,0.512,0.505424536819187,0.503303468997947,"FI","Kasumigaura","Month","Zooplankton","*",""
"FRic","t.absmax.skill",0.738,-22,-41,0.558,-41,-45,"FI","Kasumigaura","Month","Zooplankton","",""
"FRic","r0.skill",0.57,0.154997723851523,0.132230612192363,0.43,0.37454718006319,0.390052440957129,"MVI","Kasumigaura","Month","Zooplankton","",""
"FRic","absmax.skill",0.596,0.383522931998419,0.358328849949973,0.938,0.729956853479091,0.633882319935207,"MVI","Kasumigaura","Month","Zooplankton","",""
"FRic","t.absmax.skill",0.052,-60,-40,0.696,-45,-52,"MVI","Kasumigaura","Month","Zooplankton","",""
"FRic","r0.skill",0.702,0.170668001721139,0.094570591304643,0.92,0.396656805721663,0.140691472118646,"Z_P.ratio","Kasumigaura","Month","Zooplankton","",""
"FRic","absmax.skill",0.988,0.490623937676133,0.318674734007964,0.892,0.464271015009462,0.302471147787533,"Z_P.ratio","Kasumigaura","Month","Zooplankton","*",""
"FRic","t.absmax.skill",0.592,-32,-37,0.74,-10,-32,"Z_P.ratio","Kasumigaura","Month","Zooplankton","",""
