"FD.metric","measure","quantile","obs.value","median.perm.value","obs.difference","state.metric","system","res","troph","sig"
"FDis","rmin.ccf",0,-0.235129471110638,-0.109701388647492,-0.125428082463146,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","t.rmin.ccf",0.5418,0,-4,4,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.9539,0.145694308658202,0.108965971137914,0.0367283375202887,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.5231,-2,-4,2,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0,-0.235129471110638,0.00243443101095169,-0.23756390212159,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","absmax.ccf",0,-0.235129471110638,-0.091802924383271,-0.143326546727367,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","t.absmax.ccf",0.5498,0,-5,5,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.1004,-0.13036293460512,-0.104839432828329,-0.025523501776791,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.238,-32,-3,-29,"Community","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9234,0.133053235107415,0.104639633566816,0.0284136015405984,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.5576,1,-5,6,"Community","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.1211,-0.0502902491046181,-0.00156767697474322,-0.0487225721298748,"Community","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.9285,0.133053235107415,-0.0840969524177006,0.217150187525115,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.5525,1,-4,5,"Community","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.008,-0.158429289992892,-0.105155273223124,-0.0532740167697677,"Density","Kinneret","Month","Zooplankton","*"
"FEve","t.rmin.ccf",0.5284,-2,-5,3,"Density","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9101,0.130636211762041,0.105283397922155,0.0253528138398855,"Density","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.224,-35,-5,-30,"Density","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.908,0.0541914315473023,-0.00216350944996523,0.0563549409972675,"Density","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.0079,-0.158429289992892,0.0856223038050411,-0.244051593797933,"Density","Kinneret","Month","Zooplankton","*"
"FEve","t.absmax.ccf",0.5375,-2,-6,4,"Density","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.7389,-0.108230945118337,-0.119682908013301,0.0114519628949637,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.2009,-35,-1,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9331,0.153141331007121,0.119763215380337,0.0333781156267844,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.2066,-34,0,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.9925,0.119752146029346,0.00300360129723175,0.116748544732114,"FI","Kinneret","Month","Zooplankton","*"
"FEve","absmax.ccf",0.9398,0.153141331007121,-0.0908182812034418,0.243959612210563,"FI","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.2056,-34,0,-34,"FI","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.0881,-0.122301259416431,-0.0976617000285169,-0.0246395593879139,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.4117,-16,-7,-9,"MVI","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.3892,0.094173723784057,0.0983001704664309,-0.00412644668237394,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.4106,-17,-7,-10,"MVI","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.7943,0.0337187283180388,5.55549076963641e-05,0.0336631734103424,"MVI","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.0845,-0.122301259416431,0.0803256009139768,-0.202626860330408,"MVI","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.4276,-16,-8,-8,"MVI","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0,-0.201908588855665,-0.109564453363586,-0.0923441354920785,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FEve","t.rmin.ccf",0.5409,0,-4,4,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.8959,0.134376557141816,0.108962946555087,0.0254136105867295,"Z_P.ratio","Kinneret","Month","Zooplankton",""
