"FD.metric","x_y.r0","x_y.lag","x_y.skill","y_x.r0","y_x.lag","y_x.skill","state.metric","system","res","troph"
"FDis",0.113091219119579,-33,0.280830713019136,0.174389021225123,2,0.203863086107916,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0359121841244983,38,0.191847886800913,-0.0062586242687308,-31,0.171340560183099,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0521774987308606,54,0.255024550916075,0.00745741286486164,33,0.2264372446538,"Community","Mendota","Month","Phytoplankton"
"FDis",0.016245142274864,-24,0.257635711620515,0.0758396041691114,-55,0.201416412468391,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0741476495872258,41,0.100707005659297,0.00892374106644743,6,0.108317708676292,"Community","Mendota","Month","Phytoplankton"
"FDis",0.127901221588907,1,0.225482154544998,0.0529953151680707,60,0.243837966615288,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.017604069557546,53,0.216634680029859,0.0117396777854978,-34,0.126842363075965,"Community","Mendota","Month","Phytoplankton"
"FDis",0.158295850618893,30,0.28936283043329,-0.0360373739347053,-47,0.309826107648889,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.00781292105527496,-59,0.268114993763106,-0.00557153035645406,-15,0.17120425450625,"Community","Mendota","Month","Phytoplankton"
"FDis",0.040381851548361,28,0.296078924975384,-0.109938834901731,54,0.207058344968507,"Community","Mendota","Month","Phytoplankton"
"FDis",0.137913508863928,-49,0.203225659784519,-0.0582279924550801,9,0.083162728593113,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.133738161827566,-39,0.116979518849881,0.0335127026336791,-51,0.175232482315417,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0165519255547676,55,0.236561020103036,0.0820303336307464,17,0.209908859940653,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0120620115532565,58,0.26426958494844,-0.0383130439595492,-60,0.210159926774682,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0781067108385196,59,0.0966440623044072,-0.0788308108943002,-53,0.147621337884416,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0698385853037106,40,0.265625308035667,0.0508473578503838,-51,0.307735710221023,"Community","Mendota","Month","Phytoplankton"
"FDis",0.147324071399237,27,0.335984116839312,0.287604404345538,-2,0.298978399232274,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0530035962423893,-8,0.0754005433281471,-0.0183926011125454,58,0.148264971165228,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0430275058713152,14,0.240892449986502,0.118209234391201,-10,0.261629558560851,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.117742537385994,-47,0.186507056972018,-0.0688919812018712,24,0.153265278471993,"Community","Mendota","Month","Phytoplankton"
"FDis",0.121552040704321,-50,0.247214151237794,0.00374942057553708,-24,0.251066673983977,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0354227898422899,43,0.252488047699561,-0.0856246677300498,12,0.0592881038889257,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.105829853652687,-18,0.0769655804997094,0.00586694304931519,47,0.191002289853867,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.121453126515122,-18,0.121340641601609,0.164570938048091,-7,0.173937053149372,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0593541140343646,-34,0.200433694531113,-0.0162542753840724,18,0.167697077158613,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0484198750302698,21,0.192797802268818,-0.128870532151663,-48,0.102282724579198,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.134086945712801,-53,0.164753302683413,-0.0770422450626986,32,0.158700065804784,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0919594628722744,15,0.18064539897765,0.0351520903535331,-46,0.129217764864715,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0391588911388885,-43,0.397936550540446,0.228580850336336,60,0.362936805592819,"Community","Mendota","Month","Phytoplankton"
"FDis",0.248905110319244,42,0.378192183156393,0.254291060420972,-40,0.27397593401612,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0593951551607691,15,0.162557648196068,0.00218360159672014,-31,0.239925895557622,"Community","Mendota","Month","Phytoplankton"
"FDis",0.17063304468997,0,0.17063304468997,0.0562975701479045,-48,0.29571811016068,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0299007494914381,-50,0.149108695659186,-0.0853899722972104,10,0.10450482522613,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0639654987018757,29,0.206722332949858,0.0436736159109618,-58,0.127588974156766,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0900021986724011,-7,0.321055411347761,0.339326838940259,0,0.339326838940259,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0245689575810605,40,0.166984994794837,0.035003372126689,-22,0.191674975418802,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.151122928009589,50,0.115081413223486,0.0716822708061017,-58,0.119704806339189,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0453403739000055,54,0.218373051969196,0.0563527529170409,50,0.172505980368901,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.0895054370938923,-56,0.226993199324744,-0.17904135722911,-31,0.151931968116733,"Community","Mendota","Month","Phytoplankton"
"FDis",0.143146157581856,-59,0.313438810583266,0.104545286845003,49,0.277354731979409,"Community","Mendota","Month","Phytoplankton"
"FDis",0.0686478116256453,-36,0.147163791394503,-0.063042816171377,-30,0.197220063887394,"Community","Mendota","Month","Phytoplankton"
"FDis",-0.246786844984996,15,0.232634215074554,-0.153515041892527,42,0.10483601035466,"Community","Mendota","Month","Phytoplankton"
