"FD.metric","x_y.r0","x_y.lag","x_y.skill","y_x.r0","y_x.lag","y_x.skill","state.metric","system","res","troph"
"FDis",-0.0523421326904043,-60,0.122521541606422,0.00066110825215596,-38,0.219501506868587,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0319454888732971,-9,0.146479492536435,0.0604673736328364,-48,0.244446420747951,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0454600139464881,54,0.24879698488717,-0.0583978282483462,-45,0.25303421621186,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0203785027507267,28,0.165153511289503,0.163394133614376,12,0.3160399560844,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0716667280014037,-5,0.21610700563964,0.0799740727253604,39,0.273813874316397,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0272744288831002,40,0.200641094337373,-0.0649826647431286,-42,0.246205431739606,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0793253614900689,3,0.200415233655328,0.08104402598014,-17,0.261618007414511,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0275583899508162,-31,0.238311443921939,0.18531411054329,-1,0.252923473504813,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.141912806069622,-50,0.185362610561487,0.0452114211934542,-41,0.253346678203384,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.00605674056181755,-49,0.136861441507207,0.129253337015928,30,0.241111162082231,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.11584242152354,-23,0.0760931606655785,0.139660258581799,22,0.222211645877364,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0747429043277854,14,0.156401475053942,-0.0595855443903706,-43,0.20981296147497,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0561027494479039,-35,0.17882521296782,0.0241278418419475,48,0.238791399219992,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0395384701067261,56,0.129558919018024,-0.0588372108306923,45,0.211794445805393,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0853451464944749,40,0.25041435720197,0.13411376896947,-23,0.292779622136082,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0658236454828487,-60,0.144445696330314,-0.0172976620651861,50,0.233274883674472,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.00964686851880254,-4,0.0968799954738594,-0.000834778712334179,-43,0.191120733649111,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0314686366494867,-55,0.161859734592868,0.0660021173975332,-35,0.213793894112799,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.13339144012339,-7,0.21281086067551,-0.0455609430777898,20,0.260342169379131,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.110719065180836,-46,0.158758926131984,0.0969263626251026,-39,0.336028745076422,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.00329233192479857,40,0.128995912318562,0.0208233695169373,-52,0.236015247482064,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0130422157753841,51,0.139394634617008,0.126707013743229,-11,0.252547816049471,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.146699144422463,-4,0.252327122922926,0.0995323365485966,-6,0.283724918145776,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.00582939423273677,37,0.111409274268536,-0.0802361397299308,-34,0.2222281735353,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0365026822261951,57,0.163768524999203,0.0467503374994857,-33,0.223408226646801,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.103367823384306,-10,0.184630895340967,0.151545739431815,-60,0.213169983337292,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.019080044745237,-57,0.0682704014025245,0.108689269137672,-9,0.249423408883472,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.110786339460072,22,0.16460061324668,0.0239225697261977,-41,0.196422974257486,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0988035723804876,-55,0.120604362146543,0.121851345595039,50,0.257902604579391,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0188168872055377,7,0.130640502782236,0.181747169252909,-58,0.249998604630366,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0233828751988992,-56,0.180595018080134,0.0925796266704896,20,0.272082856672399,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0998040498926481,-60,0.227607992220317,0.0373863264876202,25,0.205698827522739,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0683473599278086,-33,0.278720721460207,0.052503590399923,52,0.237551381878709,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0509749101649849,49,0.234806706195019,0.101775199092883,-13,0.277437997556908,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0257243810552983,57,0.200905040784353,0.0412355940568618,-27,0.228153712540351,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.129610872059206,-14,0.176806599691977,0.0384107793164884,-33,0.206462291601327,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.125609325825456,60,0.148235407488272,0.0644632363442204,-49,0.13317580741145,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0954309155507262,-14,0.263890933011143,0.0861397292786966,56,0.147594207008396,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",-0.0127680784369999,18,0.128386037852436,0.0298967214929132,27,0.250537606882491,"Community","Kasumigaura","Month","Phytoplankton"
"FDis",0.0712141234057338,-2,0.161635576057163,0.128143208076218,-43,0.222120334271799,"Community","Kasumigaura","Month","Phytoplankton"
