"FD.metric","measure","quantile","obs.value","median.perm.value","obs.difference","state.metric","system","res","troph","sig"
"FEve","rmax.ccf",0.6557,0.126532796930181,0.118938231312374,0.00759456561780786,"FI","Kinneret","Month","Phytoplankton",""
"FEve","t.rmax.ccf",0.2972,-23,0,-23,"FI","Kinneret","Month","Phytoplankton",""
"FEve","r0.ccf",0.7271,0.0306625838301298,0.00260661129357855,0.0280559725365513,"FI","Kinneret","Month","Phytoplankton",""
"FEve","absmax.ccf",0.7402,0.126532796930181,-0.0883830072853424,0.214915804215524,"FI","Kinneret","Month","Phytoplankton",""
"FEve","t.absmax.ccf",0.2972,-23,0,-23,"FI","Kinneret","Month","Phytoplankton",""
"FEve","rmin.ccf",0.119,-0.119310846983918,-0.0981150850686323,-0.0211957619152856,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","t.rmin.ccf",0.3474,-23,-7,-16,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","rmax.ccf",0.7227,0.108201842924446,0.0986439133426518,0.00955792958179433,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","t.rmax.ccf",0.3734,-20,-7,-13,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","r0.ccf",0.6516,0.0160559476607621,0.000160139728409859,0.0158958079323522,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","absmax.ccf",0.1117,-0.119310846983918,0.0796803026507448,-0.198991149634663,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","t.absmax.ccf",0.35,-23,-8,-15,"MVI","Kinneret","Month","Phytoplankton",""
"FEve","rmin.ccf",0.6825,-0.101920458163108,-0.109707068893016,0.00778661072990799,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","t.rmin.ccf",0.4912,-5,-3.5,-1.5,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","rmax.ccf",0.2254,0.0973569121787936,0.109156242276358,-0.0117993300975648,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","t.rmax.ccf",0.5883,5,-4,9,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","r0.ccf",0.8868,0.0545625700857588,0.00162259911908928,0.0529399709666695,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","absmax.ccf",0.4482,-0.101920458163108,-0.0908934185613809,-0.0110270396017271,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FEve","t.absmax.ccf",0.5031,-5,-5,0,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FRic","rmin.ccf",0.0085,-0.162095484451489,-0.106997606959586,-0.0550978774919024,"Community","Kinneret","Month","Phytoplankton","*"
"FRic","t.rmin.ccf",0.854,38,-3,41,"Community","Kinneret","Month","Phytoplankton",""
"FRic","rmax.ccf",0.9851,0.155845149030599,0.107187091524225,0.0486580575063746,"Community","Kinneret","Month","Phytoplankton","*"
"FRic","t.rmax.ccf",0.6915,17,-4,21,"Community","Kinneret","Month","Phytoplankton",""
"FRic","r0.ccf",0.7023,0.0212108567861823,-0.00186151165732334,0.0230723684435056,"Community","Kinneret","Month","Phytoplankton",""
"FRic","absmax.ccf",0.0085,-0.162095484451489,-0.0832642403748028,-0.078831244076686,"Community","Kinneret","Month","Phytoplankton","*"
"FRic","t.absmax.ccf",0.856,38,-4,42,"Community","Kinneret","Month","Phytoplankton",""
"FRic","rmin.ccf",0.198,-0.123077973248051,-0.107341428235605,-0.0157365450124462,"Density","Kinneret","Month","Phytoplankton",""
"FRic","t.rmin.ccf",0.8846,42,-3,45,"Density","Kinneret","Month","Phytoplankton",""
"FRic","rmax.ccf",0.9999,0.213873222874707,0.107390916862644,0.106482306012062,"Density","Kinneret","Month","Phytoplankton","*"
"FRic","t.rmax.ccf",0.5561,0,-5,5,"Density","Kinneret","Month","Phytoplankton",""
"FRic","r0.ccf",1,0.213873222874707,-0.0004678551410309,0.214341078015737,"Density","Kinneret","Month","Phytoplankton","*"
"FRic","absmax.ccf",0.9999,0.213873222874707,0.0862302337732337,0.127642989101473,"Density","Kinneret","Month","Phytoplankton","*"
"FRic","t.absmax.ccf",0.5556,0,-5,5,"Density","Kinneret","Month","Phytoplankton",""
"FRic","rmin.ccf",0.1454,-0.131149376458503,-0.110248006677744,-0.0209013697807594,"FI","Kinneret","Month","Phytoplankton",""
"FRic","t.rmin.ccf",0.5845,9,0,9,"FI","Kinneret","Month","Phytoplankton",""
"FRic","rmax.ccf",0.9436,0.143432817213157,0.110518717891524,0.0329140993216326,"FI","Kinneret","Month","Phytoplankton",""
"FRic","t.rmax.ccf",0.6003,10,-1,11,"FI","Kinneret","Month","Phytoplankton",""
"FRic","r0.ccf",0.1236,-0.0498211721079101,0.00196682697010556,-0.0517879990780157,"FI","Kinneret","Month","Phytoplankton",""
"FRic","absmax.ccf",0.9469,0.143432817213157,0.0868626318210185,0.0565701853921382,"FI","Kinneret","Month","Phytoplankton",""
"FRic","t.absmax.ccf",0.5934,10,0,10,"FI","Kinneret","Month","Phytoplankton",""
"FRic","rmin.ccf",0.5936,-0.098527118471864,-0.102240942618997,0.0037138241471335,"MVI","Kinneret","Month","Phytoplankton",""
"FRic","t.rmin.ccf",0.9263,47,-7,54,"MVI","Kinneret","Month","Phytoplankton",""
"FRic","rmax.ccf",0.0152,0.0761087070231463,0.103690389547089,-0.0275816825239426,"MVI","Kinneret","Month","Phytoplankton","*"
"FRic","t.rmax.ccf",0.9904,58,-10,68,"MVI","Kinneret","Month","Phytoplankton","*"
"FRic","r0.ccf",0.756,0.0300399221769673,0.000655721451500153,0.0293842007254671,"MVI","Kinneret","Month","Phytoplankton",""
"FRic","absmax.ccf",0.4005,-0.098527118471864,0.0905053702254913,-0.189032488697355,"MVI","Kinneret","Month","Phytoplankton",""
"FRic","t.absmax.ccf",0.9387,47,-9,56,"MVI","Kinneret","Month","Phytoplankton",""
"FRic","rmin.ccf",0.005,-0.165151900297759,-0.108175430643617,-0.056976469654142,"Z_P.ratio","Kinneret","Month","Phytoplankton","*"
"FRic","t.rmin.ccf",0.9205,48,-5,53,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FRic","rmax.ccf",0.9259,0.137716600656307,0.107654507282278,0.0300620933740294,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FRic","t.rmax.ccf",0.5983,6,-4,10,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FRic","r0.ccf",3e-04,-0.155473666476048,0.000393112309144361,-0.155866778785192,"Z_P.ratio","Kinneret","Month","Phytoplankton","*"
"FRic","absmax.ccf",0.005,-0.165151900297759,-0.0894976076246254,-0.0756542926731332,"Z_P.ratio","Kinneret","Month","Phytoplankton","*"
"FRic","t.absmax.ccf",0.9264,48,-5,53,"Z_P.ratio","Kinneret","Month","Phytoplankton",""
"FDis","rmin.ccf",0.0505,-0.139920950526235,-0.105647115899016,-0.0342738346272189,"Community","Kinneret","Month","Zooplankton",""
"FDis","t.rmin.ccf",0.3564,-19,-3,-16,"Community","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.963,0.142300542361353,0.105513658142191,0.0367868842191619,"Community","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.3003,-27,-5,-22,"Community","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0.9886,0.0963290924895844,-0.0016727691644482,0.0980018616540326,"Community","Kinneret","Month","Zooplankton","*"
"FDis","absmax.ccf",0.9642,0.142300542361353,-0.0855422665172531,0.227842808878606,"Community","Kinneret","Month","Zooplankton",""
"FDis","t.absmax.ccf",0.2871,-27,-4,-23,"Community","Kinneret","Month","Zooplankton",""
"FDis","rmin.ccf",0.0632,-0.136870155906994,-0.105801937549607,-0.031068218357387,"Density","Kinneret","Month","Zooplankton",""
"FDis","t.rmin.ccf",0.2023,-37,-5,-32,"Density","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.8279,0.123495466609257,0.106073742927698,0.017421723681558,"Density","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.2258,-35,-5.5,-29.5,"Density","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0.5668,0.00487591233344999,-0.00213522139191168,0.00701113372536167,"Density","Kinneret","Month","Zooplankton",""
"FDis","absmax.ccf",0.0597,-0.136870155906994,0.08616372436186,-0.223033880268854,"Density","Kinneret","Month","Zooplankton",""
"FDis","t.absmax.ccf",0.2108,-37,-6,-31,"Density","Kinneret","Month","Zooplankton",""
"FDis","rmin.ccf",0.0626,-0.152500259567647,-0.118085103123683,-0.0344151564439635,"FI","Kinneret","Month","Zooplankton",""
"FDis","t.rmin.ccf",0.4718,-4,-1,-3,"FI","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.4943,0.117941348196244,0.118200464442366,-0.000259116246122348,"FI","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.2965,-23,0,-23,"FI","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0.297,-0.0232909566057323,0.00294070842513618,-0.0262316650308685,"FI","Kinneret","Month","Zooplankton",""
"FDis","absmax.ccf",0.0568,-0.152500259567647,0.0877287487743608,-0.240229008342008,"FI","Kinneret","Month","Zooplankton",""
"FDis","t.absmax.ccf",0.4664,-4,0,-4,"FI","Kinneret","Month","Zooplankton",""
"FDis","rmin.ccf",0.5751,-0.095417348489901,-0.0982695252925326,0.00285217680263161,"MVI","Kinneret","Month","Zooplankton",""
"FDis","t.rmin.ccf",0.7255,15,-7,22,"MVI","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.7321,0.109099046624253,0.0989048134372638,0.0101942331869891,"MVI","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.1795,-40,-8,-32,"MVI","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0.8071,0.0355497317232258,1.79911447755159e-05,0.0355317405784503,"MVI","Kinneret","Month","Zooplankton",""
"FDis","absmax.ccf",0.7696,0.109099046624253,0.0829059265187935,0.0261931201054594,"MVI","Kinneret","Month","Zooplankton",""
"FDis","t.absmax.ccf",0.1861,-40,-8,-32,"MVI","Kinneret","Month","Zooplankton",""
"FDis","rmin.ccf",0,-0.235129471110638,-0.109701388647492,-0.125428082463146,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","t.rmin.ccf",0.5418,0,-4,4,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","rmax.ccf",0.9539,0.145694308658202,0.108965971137914,0.0367283375202887,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","t.rmax.ccf",0.5231,-2,-4,2,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","r0.ccf",0,-0.235129471110638,0.00243443101095169,-0.23756390212159,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","absmax.ccf",0,-0.235129471110638,-0.091802924383271,-0.143326546727367,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FDis","t.absmax.ccf",0.5498,0,-5,5,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.1004,-0.13036293460512,-0.104839432828329,-0.025523501776791,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.rmin.ccf",0.238,-32,-3,-29,"Community","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9234,0.133053235107415,0.104639633566816,0.0284136015405984,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.5576,1,-5,6,"Community","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.1211,-0.0502902491046181,-0.00156767697474322,-0.0487225721298748,"Community","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.9285,0.133053235107415,-0.0840969524177006,0.217150187525115,"Community","Kinneret","Month","Zooplankton",""
"FEve","t.absmax.ccf",0.5525,1,-4,5,"Community","Kinneret","Month","Zooplankton",""
"FEve","rmin.ccf",0.008,-0.158429289992892,-0.105155273223124,-0.0532740167697677,"Density","Kinneret","Month","Zooplankton","*"
"FEve","t.rmin.ccf",0.5284,-2,-5,3,"Density","Kinneret","Month","Zooplankton",""
"FEve","rmax.ccf",0.9101,0.130636211762041,0.105283397922155,0.0253528138398855,"Density","Kinneret","Month","Zooplankton",""
"FEve","t.rmax.ccf",0.224,-35,-5,-30,"Density","Kinneret","Month","Zooplankton",""
"FEve","r0.ccf",0.908,0.0541914315473023,-0.00216350944996523,0.0563549409972675,"Density","Kinneret","Month","Zooplankton",""
"FEve","absmax.ccf",0.0079,-0.158429289992892,0.0856223038050411,-0.244051593797933,"Density","Kinneret","Month","Zooplankton","*"
"FEve","t.absmax.ccf",0.5375,-2,-6,4,"Density","Kinneret","Month","Zooplankton",""
